,game_name,seller,raiting,game_price,raiting_amount,offers,size_app,age,number_in_category,category
1143,White Tiles 4: Piano Master 2,"Shanghai Uquadro Network Technology Co.,LTD",4.2,0.0,10400.0,0,112200000.0,4,44,Music
1144,Like a Pet,Phan Le Thien,3.8,0.0,339.0,0,231000000.0,4,94,Music
1145,Music Quiz: Know Your Library‪?‬,Zach McGaughey,4.4,0.0,41.0,0,9600000.0,4,56,Music
1146,Pango Musical March,Studio Pango SAS,4.4,3.99,274.0,0,105200000.0,4,49,Music
1147,Giant Dancing Plushies,"Rogue Games, Incorporated",4.8,2.99,96.0,0,208100000.0,9,78,Music
1148,Toddler Sing and Play 2 Pro,landoncope.com LLC,1.0,0.0,1.0,0,21300000.0,4,77,Music
1149,FNF Doors Mod,Ilyass Eugen,4.7,0.99,1700.0,0,105600000.0,9,90,Music
1150,Baby's Musical Hands,Streaming Colour Studios,4.2,0.99,17.0,0,53200000.0,4,31,Music
1151,Music Charades,NGS Technologies (Pvt) Ltd,1.0,0.0,7.0,1,13900000.0,9,83,Music
1152,Dream  Piano,"Eyugame Network Technology Co., Ltd",4.9,2.99,67900.0,0,201200000.0,4,59,Music
1153,Synesthetic,Alexandru Eugen Dantis,4.0,2.99,322.0,0,12900000.0,4,64,Music
1154,Songbirds – Creative Gaming,Pelican 7 LTD,4.3,1.99,6.0,0,109700000.0,4,94,Music
1155,Love Wallpapers & Backgrounds,Razi Haleem,4.4,0.0,61.0,1,55800000.0,4,58,Music
1156,Rhythm Saber !!‪!‬,Mateusz Grabowski,1.7,0.0,329.0,1,70800000.0,4,90,Music
1157,Music Star - Life Simulator,"Chimpanzee, LLC",4.8,0.0,6100.0,0,45400000.0,4,50,Music
1158,Secret Shuffle,Adriaan de Jongh,4.9,0.0,109.0,0,188000000.0,4,81,Music
1159,Bopeebo FNF battle dance,Fatima Zahrae Haj Taeib,4.4,1.99,8600.0,0,104000000.0,4,73,Music
1160,Phigros,"Xiamen Pigeon Games Network Co., Ltd.",4.8,7.99,935.0,0,1500000000.0,12,100,Music
1161,Hop Tiles 3D: Hit music game,AppRover,4.6,0.0,4200.0,0,206700000.0,4,70,Music
1162,Bounden,Adriaan de Jongh,3.9,0.0,12.0,0,51800000.0,4,25,Music
1163,LONER,"Chengdu Lanfei Huyu Technology Co., Ltd.",4.5,4.99,79.0,0,292900000.0,4,21,Music
1164,Music Quiz ‪+‬,QuizStone ApS,0.0,0.0,0.0,0,73400000.0,12,93,Music
1165,Dancing Dress,TINYMAX HONGKONG LIMITED,4.7,1.99,38.0,0,317800000.0,4,91,Music
1166,Alphabet Music Player,Nam Nguyen,3.0,2.99,1.0,0,192500000.0,12,72,Music
1167,Piano Tiles 3: Anime & Pop,Haishan Li,4.4,2.99,5400.0,0,249800000.0,4,52,Music
1168,Sensory Sound Box,Simon Evans,5.0,2.99,1.0,0,69400000.0,4,44,Music
1169,Judas Priest: Road to Valhalla,Sony Music Entertainment,3.5,2.99,13.0,0,471600000.0,9,82,Music
1170,Dark Witch: Music Episode -Rudymical- Rhythm Fun Meow‪!‬,"FLYHIGH WORKS CO., LTD",4.3,0.0,6.0,1,420900000.0,12,85,Music
1171,ELOH,Broken Rules Interactive Media GmbH,4.9,0.0,1900.0,1,190200000.0,4,15,Music
1172,SEN: Seven Eight Nine,Indie Champions Ltd,2.0,0.0,1.0,1,171500000.0,4,86,Music
1173,Jungle Jam - Child Friendly,Eggroll Games LLC,3.0,1.99,14.0,0,31800000.0,4,81,Music
1174,Guitar Band - Battle Hero,Zeeppo Games Ltda,4.4,3.99,11600.0,0,178700000.0,4,38,Music
1175,Dancing Line - Music Game,cheetah technology corporation limited,4.6,3.99,94300.0,1,551100000.0,4,34,Music
1176,HELLO KITTY HAPPINESS PARADE,"Netflix, Inc.",4.0,1.99,54.0,1,761200000.0,4,40,Music
1177,A Noble Circle,Amirali Rajan,4.7,0.0,281.0,1,63900000.0,9,14,Music
1178,Crypt of the NecroDancer,BRACE YOURSELF GAMES INC.,3.9,1.99,241.0,0,2200000000.0,12,16,Music
1179,Beat Hazard Ultra,Cold Beam Games Ltd,3.6,2.99,94.0,0,22700000.0,4,60,Music
1180,Okay‪?‬,Philipp Stollenmayer,4.9,2.99,12400.0,0,97000000.0,4,59,Music
1181,#Breakforcist,Kevin John,4.7,4.99,14.0,0,168400000.0,9,80,Music
1182,BanG Dream! Girls Band Party‪!‬,Bushiroad International Pte. Ltd.,4.8,0.0,32100.0,0,462100000.0,4,65,Music
1183,Vectronom,ARTE France Apps,4.3,0.0,8.0,1,197100000.0,4,33,Music
1184,Beat Hazard 2,Cold Beam Games Ltd,2.9,3.99,26.0,0,78000000.0,9,50,Music
1185,Music Dash - Full Mod Fight,"Dalian Jingmao Electronic Technology Co.,Ltd.",4.7,0.0,14200.0,0,336700000.0,12,11,Music
1186,Felix The Reaper,Daedalic Entertainment Gmbh,3.0,0.99,3.0,0,2000000000.0,12,99,Music
1187,Just Dance Controller,Ubisoft,2.3,5.99,7300.0,0,91200000.0,4,12,Music
1188,Bingo ABC: phonics nursery rhyme song for kids with karaoke games,"Kids Academy Co apps: Preschool & Kindergarten Learning Kids Games, Educational Books, Free Songs",3.4,0.0,5.0,1,74800000.0,4,68,Music
1189,iRoll Up the Rolling and Smoking Simulator Game,MAJ Apps and Games LLC,2.0,0.0,52.0,1,85500000.0,17,28,Music
1190,Sonic Beat feat. Crash Fever,WonderPlanet Inc.,3.8,0.0,8.0,1,362500000.0,4,97,Music
1191,Fashion Challenge - Dress up,Trifles Games OYUN YAZILIM VE PAZARLAMA ANONIM SIRKETI,5.0,6.99,12.0,0,334700000.0,12,36,Music
1192,Piano Tiles ‪™‬,cheetah technology corporation limited,4.3,4.99,8600.0,0,21600000.0,4,35,Music
1193,Marshmello Music Dance,Gamejam Co.,4.7,5.99,60700.0,0,358900000.0,4,97,Music
1194,SongPop® - Guess The Song,"FreshPlanet, Inc",4.5,0.0,11100.0,1,172000000.0,9,29,Music
1195,Kalimba Royal,Son Truong Ngoc,4.7,0.0,39.0,1,87900000.0,4,98,Music
1196,Rhythm Cat - Read Music,James Uhart,4.2,0.0,53.0,1,90400000.0,4,29,Music
1197,Sing & Fly - Music space game,Mikhail Bakunovich,5.0,1.99,5.0,1,136500000.0,4,36,Music
1198,Music Wars Rockstar,Antuan Johnson,4.6,4.99,312.0,0,137100000.0,4,69,Music
1199,Piano : Video Game music songs,Duong Nguyen Anh,4.5,0.0,8500.0,1,106700000.0,4,71,Music
1200,SuperStar ATEEZ,Dalcomsoft Inc.,4.8,0.99,1700.0,0,344600000.0,4,84,Music
1201,DEEMO,Rayark International Limited,4.9,1.99,4800.0,0,2900000000.0,4,9,Music
1202,Kpop Quiz for K-pop Fans,3 Comma Studio LLC,4.6,0.0,500.0,1,40500000.0,4,98,Music
1203,Kate Kite,Duyang Chen,0.0,0.0,0.0,0,298600000.0,4,48,Music
1204,Thumper: Pocket Edition,Drool LLC,4.6,0.0,646.0,0,497400000.0,9,23,Music
1205,For Kids - Learn with sounds‪.‬,Rutvik Hirani,0.0,0.0,0.0,0,43300000.0,4,59,Music
1206,iDaft Jamming,Anders Svendsen,3.6,4.99,811.0,0,77300000.0,4,86,Music
1207,Sounds of Music,Aleksey Neronov,0.0,0.0,0.0,1,122600000.0,4,34,Music
1208,Rhythm Hive: Cheering Season,"HYBE IM Co.,Ltd.",4.7,0.99,19100.0,0,291200000.0,4,43,Music
1209,Funky Tour Battle,GLOBAL MOBILE APPLICATION LIMITED COMPANY,4.6,0.0,2300.0,0,259300000.0,12,74,Music
1210,Geometry Dash Meltdown,RobTop Games AB,4.7,0.99,175000.0,0,131900000.0,4,23,Music
1211,Music Tiles 2: Piano Game 2021,Doan Le Quyen,4.5,0.99,4000.0,0,183100000.0,4,54,Music
1212,Beat Fever,SENSOR NOTES JOINT STOCK COMPANY,2.4,0.0,8.0,1,189600000.0,4,40,Music
1213,My Singing Monsters Composer,Big Blue Bubble,4.4,0.0,1300.0,1,63200000.0,4,3,Music
1214,Beat Shooter : Music & Gun,BADSNOWBALL HONGKONG LIMITED,4.8,0.0,7100.0,0,375100000.0,12,47,Music
1215,SmallestViolin,"NoCO Apps, LLC",1.7,0.99,6.0,0,16900000.0,4,73,Music
1216,M.A.S.H‪.‬,jessica abroms,4.8,0.0,9.0,1,5000000.0,4,29,Music
1217,Brookhaven Game,Imane Louah,4.2,0.0,21900.0,1,406900000.0,9,33,Music
1218,Pass the Parcel,Christopher Harrison,0.0,0.0,0.0,0,20700000.0,4,42,Music
1219,Perfect Pitch‪.‬,Pavel Aristov,4.0,4.99,1.0,0,16900000.0,4,91,Music
1220,Looper‪!‬,Kwalee Ltd,4.6,3.99,269300.0,0,182600000.0,12,41,Music
1221,Baby Phone For Kids and Babies,App Family AB,4.0,2.99,27.0,0,16100000.000000002,4,92,Music
1222,Battle Night Carnival,Shanghai Adaric Information Tech Co. Ltd,4.8,0.99,365.0,0,98900000.0,4,53,Music
1223,Kids Balloon Pop Language Game,App Family AB,4.2,3.99,62700.0,0,26400000.0,4,87,Music
1224,Geometry Dash SubZero,RobTop Games AB,4.5,0.0,45900.0,0,134100000.0,4,19,Music
1225,Myrddin,Brian Lundgren,3.8,0.0,16.0,0,17400000.0,4,19,Music
1226,Nursery Rhymes Old MacDonald 2‪+‬,OkiPlay Educational Apps & Preschool Games Ltd,4.3,4.99,26.0,0,52000000.0,4,74,Music
1227,Rainbow Friends Rhythm Player,Lam Nguyen,4.2,0.0,57.0,1,185700000.0,12,60,Music
1228,The Dance of the Little Water Drops,Bytwice srl,4.7,0.0,15.0,0,201200000.0,4,84,Music
1229,My Music Library Quiz,Nicholas Arduini,4.2,0.0,62.0,0,25800000.0,4,87,Music
1230,har•mo•ny 2,"BorderLeap, LLC",4.6,0.0,1700.0,0,211600000.0,4,65,Music
1231,Beat Blade: Dash Dance,耀素 卢,4.8,0.0,250100.0,0,443100000.0,9,25,Music
1232,Lofi Ping Pong,Nikolai Kislitsin,3.4,0.0,109.0,0,136600000.0,9,27,Music
1233,Bass Cat - Read Music,James Uhart,4.6,0.0,36.0,0,87600000.0,4,18,Music
1234,Music Battle - Ultimate Mod,Minh Luong Thi Tuyet,4.3,0.0,22900.0,0,471900000.0,4,74,Music
1235,Piano Tiles 2™ - Piano Game,cheetah technology corporation limited,4.1,0.0,45700.0,0,233900000.0,4,31,Music
1236,Catch Tiles Magic Piano,Richard Liu,4.4,0.0,1100.0,0,207500000.0,4,30,Music
1237,KPOP Tiles Deluxe 2022,Ryan Balieiro,4.7,0.0,694.0,0,112100000.0,4,80,Music
1238,Lanota - Music game with story,Noxy Games Incorporation,4.9,0.0,1400.0,0,1400000000.0,9,13,Music
1239,Give It Up! - Jump to the Beat,Invictus Games Ltd.,4.2,0.0,92.0,0,181000000.0,4,17,Music
1240,They'll Come from the Moon‪!‬,"Sound Rascal, LLC",5.0,0.0,1.0,1,274500000.0,9,47,Music
1241,DEEMO II,Rayark International Limited,4.8,2.99,2400.0,0,2300000000.0,4,96,Music
1242,Twisty Arrow‪!‬,Tastypill LLC,4.6,0.0,233600.0,1,150000000.0,12,14,Music
1243,Piano Notes!  -  Learn To Read Music,Visions Encoded Inc.,4.1,0.0,33.0,1,12800000.0,4,63,Music
1244,Marching Band Simulator,David Lukens,4.5,2.99,11.0,0,262000000.0,4,19,Music
1245,iSong Quiz,Imesart S.a.r.l.,2.3,0.0,3.0,1,5800000.0,4,72,Music
1246,Music Piano Tiles: Magic Tiles,"Hangzhou Mofun Interactive Technology Co., Ltd",4.6,0.99,259.0,0,202700000.0,4,58,Music
1247,Beat Racing,BADSNOWBALL HONGKONG LIMITED,4.2,0.0,1600.0,1,370700000.0,4,45,Music
1248,Pinkalicious Party,PBS Kids,3.1,0.0,38.0,1,235500000.0,4,24,Music
1249,SuperStar SMTOWN,Dalcomsoft Inc.,4.3,2.99,4100.0,0,349500000.0,4,63,Music
1250,Beat Sneak Bandit,Simogo AB,4.4,0.0,45.0,1,181900000.0,4,31,Music
1251,Smash Colors 3D 2022,BADSNOWBALL HONGKONG LIMITED,4.5,0.99,12300.0,1,331600000.0,4,27,Music
1252,永不言弃AR,"Chongqing Xingman Technology Co., Ltd.",5.0,0.99,7.0,1,3600000.0,4,79,Music
1253,Magic Piano Tiles 4：Pop Songs,KILA GAME LIMITED,4.4,0.0,6200.0,0,200800000.0,4,28,Music
1254,Rolling Beat,TINYMAX HONGKONG LIMITED,4.0,0.0,308.0,1,299600000.0,4,67,Music
1255,Isle of Tune Mobile,Happylander Ltd,4.0,1.99,53.0,0,23300000.0,4,67,Music
1256,同步音‪律‬,秋驰 张,4.9,2.99,380.0,1,2600000000.0,4,30,Music
1257,osu!stream,Dean Herbert,3.4,2.99,1400.0,0,55200000.0,4,55,Music
1258,Tap Tap Music-Pop Songs,"Eyugame Network Technology Co., Ltd",4.8,0.0,75000.0,1,157800000.0,12,18,Music
1259,Malody,京容 何,4.3,0.0,117.0,0,78300000.0,9,12,Music
1260,My Singing Monsters,Big Blue Bubble,4.8,0.0,487800.0,0,979600000.0,4,2,Music
1261,One Hand Clapping - OHC,www.handy-games.com GmbH,3.3,0.0,6.0,1,743500000.0,9,95,Music
1262,har•mo•ny 3,"BorderLeap, LLC",4.6,0.99,70.0,0,126900000.0,4,66,Music
1263,Just Dance Tap Revolution Game,Arcade Studios,3.2,0.99,59.0,1,133600000.0,4,43,Music
1264,Blade Master : Beat The Music,BADSNOWBALL HONGKONG LIMITED,4.3,2.99,1200.0,0,207200000.0,4,51,Music
1265,D4DJ Groovy Mix,Bushiroad International Pte. Ltd.,4.8,0.99,3200.0,0,361700000.0,4,78,Music
1266,Spooky Circus: Piggy Carnival,Sara BOUKIAOU,4.5,0.0,4400.0,0,117000000.0,9,96,Music
1267,Scary Battle Music,Ai Phung Thi Kim,3.8,1.99,179.0,0,401000000.0,4,66,Music
1268,Giraffe's PreSchool Playground,Tomato Interactive LLC,3.5,3.99,14.0,0,32700000.000000004,4,61,Music
1269,har•mo•ny,"BorderLeap, LLC",4.7,0.0,126.0,1,57000000.0,4,55,Music
1270,Wonder Parade,"Nanjing Pawoofur Technology Co., Ltd.",4.8,0.0,32.0,1,142700000.0,4,46,Music
1271,Frozen Wallpapers & Images,Razi Haleem,4.5,4.99,235.0,0,68200000.0,4,47,Music
1272,Pop Pou,Sallie Crocker,3.0,1.99,2.0,1,291700000.0,4,87,Music
1273,Magic Fractals & Shapes 3D,Marvin Krueger,4.8,4.99,52.0,0,75600000.0,4,96,Music
1274,The Sailor’s Dream,Simogo AB,3.7,2.99,104.0,1,910400000.0,12,62,Music
1275,Rolling Sky,cheetah technology corporation limited,4.4,0.0,75100.0,1,248900000.0,4,20,Music
1276,RAPSTAR - rapper simulator,zonyagames sp z o o,4.4,0.0,1500.0,0,71800000.0,4,57,Music
1277,Treble Cat - Read Music,James Uhart,4.6,0.0,64.0,1,94200000.0,4,33,Music
1278,Lowriders Comeback 2: Cruising,Anton Lebed,3.6,0.0,874.0,1,203500000.0,4,4,Music
1279,Rotaeno,X.D. Network Inc.,4.7,0.0,148.0,1,1000000000.0,4,10,Music
1280,Cyber Surfer: EDM & Skateboard,BADSNOWBALL HONGKONG LIMITED,4.5,0.0,17300.0,1,301600000.0,4,7,Music
1281,Geometry Dash World,RobTop Games AB,4.4,0.0,38000.0,1,151200000.0,4,24,Music
1282,Dream Hopper,Protostar Games PTY LTD,4.9,0.0,4100.0,1,275400000.0,4,88,Music
1283,Beat Battle Duel,THUAN TRAN QUANG,4.7,0.0,931.0,1,295000000.0,12,30,Music
1284,Ensemble Stars Music,Happy Elements Limited,4.5,0.99,2100.0,0,523400000.0,12,62,Music
1285,Dot n Beat-Test hand speed,BADSNOWBALL HONGKONG LIMITED,4.2,0.0,5300.0,1,296800000.0,4,48,Music
1286,Piano Star - Tap Music Tiles,TINYMAX HONGKONG LIMITED,4.5,3.99,1600.0,0,304800000.0,4,9,Music
1287,Dancing Road: Color Ball Run‪!‬,Amanotes Pte Ltd,4.2,0.0,59900.0,1,234500000.0,9,13,Music
1288,Just Dance Now,Ubisoft,4.5,0.0,57000.0,0,131700000.0,4,21,Music
1289,Five little monkeys jumping on the bed for toddler,"Kids Academy Co apps: Preschool & Kindergarten Learning Kids Games, Educational Books, Free Songs",2.5,0.0,33.0,0,161400000.0,4,69,Music
1290,Game of Song - All music games,Amanotes Pte Ltd,4.5,0.99,6600.0,0,579900000.0,4,26,Music
1291,KPOP HOP: Music Edm Game‪!‬,Phong Hua,3.8,0.99,519.0,0,88000000.0,4,90,Music
1292,Wheels on the Bus‪!‬,OkiPlay Educational Apps & Preschool Games Ltd,4.6,0.0,38.0,1,51600000.0,4,71,Music
1293,Tap Music 3D,"Eyugame Network Technology Co., Ltd",4.7,0.0,32299.0,0,258800000.0,4,17,Music
1294,Beat Gun,飞 陈,4.8,2.99,1500.0,0,193900000.0,17,37,Music
1295,NecroDancer: AMPLIFIED,BRACE YOURSELF GAMES INC.,4.1,0.0,81.0,1,1700000000.0,12,54,Music
1296,Five Little Monkeys,LoeschWare,2.8,0.99,13.0,0,37000000.0,4,41,Music
1297,inReverse Party Game,Vasiliy Popov,5.0,0.0,3.0,1,19300000.0,4,51,Music
1298,Bob Marley Game: World Tour,LBC Studios Inc.,4.8,2.99,12.0,0,381800000.0,4,83,Music
1299,Like A Dino‪!‬,Hyun-joong Kim,4.9,4.99,154900.0,0,48400000.0,4,15,Music
1300,Dog Translator - Games for Dog,MOBILIOJI VISATA UAB,4.5,2.99,11700.0,0,25500000.0,4,46,Music
1301,Water Sort Puzzle: Get Color,"Zephyrmobile, spol. s r.o.",4.8,0.99,6400.0,0,290900000.0,4,6,Trivia
1302,Disney Emoji Blitz Game,"Jam City, Inc.",4.7,0.0,257100.0,0,579300000.0,4,88,Puzzle
1303,Property Brothers Home Design,Storm8 Studios LLC,4.7,0.0,454600.0,0,594500000.0,4,59,Simulation
1304,Wordscapes,"PeopleFun, Inc.",4.8,0.0,731500.0,0,235200000.0,12,2,Word
1305,The Witness,"Thekla, inc.",4.0,4.99,499.0,0,2300000000.0,12,99,Puzzle
1306,Contexto - Word Guess,Duy Bui Quang,4.1,0.0,256.0,1,212400000.0,4,14,Word
1307,Project Makeover,"Magic Tavern, Inc.",4.4,0.99,554800.0,0,363000000.0,12,9,Puzzle
1308,Triple Tile: Match Puzzle Game,Tripledot Studios Limited,4.9,0.0,35600.0,1,281400000.0,12,80,Puzzle
1309,Car Up‪!‬,Firat ZEREN,4.6,1.99,1600.0,0,191700000.0,12,81,Puzzle
1310,realMyst,"Cyan Worlds, Inc",3.6,0.99,331.0,1,1100000000.0,12,95,Puzzle
1311,Impossible Date: Tricky Riddle,Matchingham Games Limited,4.5,0.0,14200.0,1,368300000.0,12,28,Puzzle
1312,Tiny Armies,Brothers Flint,4.3,0.0,218.0,0,33200000.000000004,4,9,Puzzle
1313,Moncage,X.D. Network Inc.,4.3,0.99,120.0,0,939100000.0,4,17,Puzzle
1314,Candy Crush Soda Saga,King.com Limited,4.7,0.0,619300.0,0,337200000.0,4,95,Puzzle
1315,Crostic – Puzzle Word Games,Severex PL SP Z O O,4.6,0.0,2400.0,0,87000000.0,4,10,Word
1316,Meridian 157: Chapter 2,NovaSoft Interactive Limited,4.8,0.0,3300.0,0,341500000.0,9,64,Puzzle
1317,Decor Life - Home Design Game,SayGames LTD,4.7,0.0,55100.0,0,404500000.0,12,72,Simulation
1318,Emoji Puzzle‪!‬,SUPERSONIC STUDIOS LTD,4.8,0.0,118600.0,1,252300000.0,12,82,Puzzle
1319,Homescapes,PLR Worldwide Sales Limited,4.6,0.0,1600000.0,0,293400000.0,4,5,Simulation
1320,Fishdom,PLR Worldwide Sales Limited,4.6,0.0,805000.0,0,295700000.0,4,8,Puzzle
1321,Sponge Art,Good Job Games Bilisim Yazilim ve Pazarlama AS,4.6,9.99,27100.0,0,207600000.0,12,70,Simulation
1322,Bridge Constructor,Headup GmbH,4.5,0.0,879.0,1,161700000.0,4,47,Puzzle
1323,Layton: Diabolical Box in HD,Level-5 Inc.,5.0,0.0,121.0,1,1100000000.0,4,68,Puzzle
1324,Song of Bloom,Philipp Stollenmayer,4.8,0.0,404.0,1,455000000.0,12,71,Puzzle
1325,Brain Out -Tricky riddle games,EYEWIND LIMITED.,4.5,4.99,187800.0,0,195700000.0,12,7,Word
1326,Balls'n Ropes,Rollic Games Oyun Yazilim ve Pazarlama Anonim Sirketi,4.3,0.0,7500.0,1,126100000.0,12,41,Puzzle
1327,Word Search Pro‪‧‬,Word Brain Games Ltd,4.5,0.99,225100.0,0,116300000.0,4,15,Word
1328,My Tidy Life,RUBY OYUN VE YAZILIM DANISMANLIK SANAYI TICARET LIMITED SIRKETI,4.6,1.99,6600.0,0,294300000.0,4,31,Puzzle
1329,7 Billion Humans,Experimental Gameplay Group,4.4,0.0,133.0,1,149300000.0,9,91,Puzzle
1330,supertype,Philipp Stollenmayer,4.8,2.99,4200.0,0,42700000.0,4,4,Word
1331,Zombie Night Terror,Plug In Digital,4.8,0.0,2800.0,1,571500000.0,12,85,Puzzle
1332,Move People,SUPERSONIC STUDIOS LTD,4.6,1.99,79400.0,0,361900000.0,12,93,Simulation
1333,The New York Times Crossword,The New York Times Company (iDP),4.9,0.0,129199.0,1,40300000.0,4,4,Word
1334,Wordscapes Search,"PeopleFun, Inc.",4.9,0.0,113000.0,1,396300000.0,12,3,Word
1335,Poly Bridge 2,Dry Cactus Limited,4.5,0.0,188.0,0,275400000.0,4,27,Puzzle
1336,Fran Bow Chapter 4,Killmonday Games AB,4.8,0.0,60.0,0,138400000.0,12,67,Puzzle
1337,Goods Match 3D - Triple Master,"HIGGS TECHNOLOGY CO., LIMITED",4.5,0.0,1600.0,0,280100000.0,12,77,Puzzle
1338,Open The Box,HOMA GAMES,4.6,0.0,601.0,0,200300000.0,12,44,Puzzle
1339,Flood of Light,"Irisloft (Beijing) Technology Co., Ltd",4.7,0.0,41.0,1,189300000.0,4,63,Playing
1340,"sugar, sugar",Bart BONTE,4.6,3.99,98.0,0,17100000.0,4,86,Puzzle
1341,Smart Baby Shapes: Learning games for toddler kids,Viacheslav Fonderkin,3.7,4.99,239.0,1,32200000.000000004,4,26,Puzzle
1342,Bridge Constructor Portal,Headup GmbH,4.8,0.0,3900.0,1,197900000.0,4,54,Puzzle
1343,Easy Game - Brain Test,Easybrain Ltd,4.6,0.0,183400.0,1,196900000.0,12,14,Word
1344,Freeways,Captain Games Inc.,3.5,2.99,400.0,0,21700000.0,4,76,Puzzle
1345,Woodoku,Tripledot Studios Limited,4.7,1.99,517000.0,0,226300000.0,12,6,Strategy
1346,Meridian 157: Chapter 3,NovaSoft Interactive Limited,4.9,3.99,1900.0,0,788800000.0,12,66,Puzzle
1347,MAGICUS,keizo morishige,5.0,4.99,12.0,1,249300000.0,12,76,Playing
1348,Lara Croft GO,SQUARE ENIX Ltd,4.8,0.99,4100.0,1,1200000000.0,9,87,Puzzle
1349,Tetris‪®‬,"Playstudios, Inc.",4.5,0.0,198900.0,1,545400000.0,4,4,Strategy
1350,Hero Emblems II,HeatPot Games Ltd.,4.4,0.0,108.0,1,555200000.0,12,54,Playing
1351,Games for Watch,Edmond Firooz,3.1,4.99,269.0,0,49900000.0,4,29,Strategy
1352,Escape From Crimson Manor Ep.2,Homero Rojas,4.5,0.0,17.0,1,292200000.0,12,100,Puzzle
1353,One Night at Flumpty's,CLICKTEAM L.L.C.,4.8,4.99,345.0,0,57100000.0,12,57,Puzzle
1354,Inua - A Story in Ice and Time,ARTE France Apps,4.7,4.99,43.0,0,1400000000.0,9,93,Puzzle
1355,DOP: Draw One Part,SayGames LTD,4.6,0.0,112500.0,1,263100000.00000003,17,96,Puzzle
1356,Word Trip - Word Puzzles Games,PlaySimple Games Pte Ltd,4.7,0.0,355100.0,1,165000000.0,4,12,Word
1357,Draw it,Kwalee Ltd,4.5,0.0,471000.0,0,220500000.0,12,91,Puzzle
1358,Scribblenauts Remix,Warner Bros. Entertainment,3.6,3.99,2400.0,0,214100000.0,9,3,Word
1359,Myst (Legacy) for Mobile,"Cyan Worlds, Inc",3.7,6.99,124.0,0,615500000.0,12,90,Puzzle
1360,Manor Matters,PLR Worldwide Sales Limited,4.7,0.0,168000.0,0,255600000.0,4,66,Simulation
1361,Perfect Cuts,"USA ZETA TECHNOLOGY CO., LIMITED",3.8,6.99,7100.0,0,216800000.0,4,59,Puzzle
1362,Bubble Buzz: Win Real Cash,Aviagames Inc.,4.8,2.99,6900.0,1,244400000.0,17,92,Puzzle
1363,Love You To Bits,Alike Studio S.L.,4.8,0.0,2200.0,1,423700000.0,9,98,Puzzle
1364,Baba Is You,Hempuli Oy,4.5,0.0,217.0,1,162000000.0,4,20,Puzzle
1365,Words of Wonders: Crossword,"Fugo Information Technology and software, LLC",4.9,1.99,323500.0,0,471300000.0,4,6,Word
1366,Dope Wars (Weed Edition‪)‬,Ian Wall,4.7,0.0,822.0,1,22200000.0,17,96,Puzzle
1367,Bubble Pop Dream,"Learnings Co., Limited",4.7,4.99,45000.0,0,203300000.0,4,91,Puzzle
1368,Thief Puzzle: to pass a level,TapNation,4.4,0.0,20200.0,1,407600000.0,12,74,Puzzle
1369,Merge and Dig,SUPERSONIC STUDIOS LTD,4.7,1.99,16400.0,0,260200000.0,9,32,Puzzle
1370,Osmos,Hemisphere Games Inc,4.8,0.0,714.0,0,36900000.0,4,77,Puzzle
1371,Merge Mansion,Metacore Games Oy,4.6,1.99,102800.0,0,343300000.0,4,98,Puzzle
1372,Veritas,Glitch Games Ltd,4.6,0.0,402.0,0,710300000.0,12,84,Puzzle
1373,Poly Bridge,Dry Cactus Limited,4.8,1.99,16300.0,0,170500000.0,4,73,Puzzle
1374,Old Man's Journey,Broken Rules Interactive Media GmbH,4.4,0.0,2100.0,0,1700000000.0,4,65,Puzzle
1375,The Superhero League,Lion Studios LLC,4.7,4.99,26400.0,0,145200000.0,12,74,Action
1376,Figgerits - Logic Puzzles Game,Hitapps Inc.,4.6,0.0,22300.0,1,212300000.0,12,5,Word
1377,Crossword Jam: Fun Word Search,PlaySimple Games Pte Ltd,4.8,0.0,324700.0,1,174300000.0,4,10,Word
1378,Fran Bow Chapter 5,Killmonday Games AB,4.8,2.99,65.0,0,171300000.0,12,64,Puzzle
1379,Gardenscapes,PLR Worldwide Sales Limited,4.7,0.0,1100000.0,1,321400000.0,4,1,Puzzle
1380,Detective Grimoire,SFB Games Ltd.,4.7,0.0,621.0,0,180600000.0,9,95,Puzzle
1381,One Night at Flumpty's 2,CLICKTEAM L.L.C.,4.7,1.99,209.0,1,106000000.0,12,90,Puzzle
1382,Only 1% Challenges:Tricky Game,ALICTUS YAZILIM EGITIM BILISIM TEKNOLOJILERI ELEKTRONIK SANAYI VE TICARET A.S.,4.2,0.0,1600.0,0,177600000.0,12,93,Simulation
1383,Word Connect ‪¤‬,ZenLife Games Pte. Ltd.,4.8,0.0,1300000.0,0,355500000.0,4,19,Word
1384,Toon Blast,Peak Games,4.7,0.0,2300000.0,0,478800000.0,12,71,Puzzle
1385,Horse Race Master 3d,"CRAZY LABS BY TABTALE , G.P.",4.6,0.99,760.0,0,203900000.0,12,85,Racing
1386,Hot Lap League,Ultimate Studio Pty Ltd,4.7,0.0,101.0,1,626300000.0,12,41,Racing
1387,Desert Bus,Amateur Pixels,4.2,0.0,47.0,0,3800000.0,4,74,Racing
1388,Extreme Car Driving Simulator,AxesInMotion S.L.,4.4,0.0,53200.0,1,226800000.0,4,35,Racing
1389,Pick Me Up 3D‪!‬,Tastypill LLC,4.5,0.0,56500.0,1,408600000.0,12,75,Racing
